id,user_id,merchant_id,amount,currency,status,created_at
4f08b99c-255f-4a5b-b2f5-862e06387a7b,afff1132-f5cb-480e-a651-b95395fb5998,c7f3d131-d0d1-4e46-b15c-f8822f1538bd,N/A,AUD,success,2025-07-13 15:47:47
00676f5c-6f7a-4b6e-aac1-cb1e4cb57410,a26f4d3c-ec99-4869-ad3f-c29728a3c7be,15c47e63-0eff-4e40-a75b-ceed75301b25,1691.84,AUD,failed,2026-03-23 15:17:39
3f2f6698-531c-4b30-8315-d6e2ca4e2a45,c1f698d1-7ae9-4523-801f-a06acbde839a,76115927-3ef5-40d8-b9b5-6a2787f91a7b,3137.69,EUR,success,2026-03-01 11:14:09
a77e4627-f40f-415f-8ba3-cc95b0e4331c,736d860d-143c-423f-878d-ed15fceed299,8abd1b3f-c7bf-4f1a-80f3-bc668f12b113,2716.47,USD,success,2025-10-15 16:18:01
558d2d23-87a9-484d-abc2-831d0a158447,5a0ff136-1f12-43b3-b99d-3026bf21ce39,c057fc8e-d065-45bd-a828-2d7d226d6529,1834.71,AUD,success,2025-07-15 01:44:46
18229f6d-6089-42f3-8f9f-78834aeeaeec,e762cd4f-3fb0-48ec-bb40-fe771110f124,c034f54a-6a03-4136-9dab-8b41eeb43a18,53.67,GBP,success,2025-09-12 14:56:56
cd735820-3f52-4329-afc7-0916a2a5d59b,17a3fa10-1b53-48d2-b640-7ca3e2dc5527,15c47e63-0eff-4e40-a75b-ceed75301b25,2718.86,GBP,failed,2025-05-21 02:25:30
c90f22cc-1e4e-47c8-9e70-3aa073a86aa5,32403937-1888-402b-8b4d-00a11492c86e,6c022f48-058c-4958-b235-ef9eb115cb7c,3774.35,EUR,success,2026-02-21 07:02:21
d554dd2f-7afc-4093-aa73-9b2093a18077,c2097ae8-8917-49ec-ad5c-61ffb035213c,c7fa96ce-46b9-48d7-beba-9568db422496,-75.8,AUD,failed,2025-10-06 13:53:06
302e3fea-8dea-4f55-8cf5-de44341fac01,cd3d9f72-0263-48ea-97ce-d3085f0cdc09,c034f54a-6a03-4136-9dab-8b41eeb43a18,-85.49,AUD,pending,2025-09-28 14:52:09
ea2fd078-104c-49ed-8f81-0e99f46dfc00,60cb651f-e288-4de6-b751-c1f3ea6a68ec,b6febb03-165d-4df8-aec7-4645b42da496,1604.03,NPR,success,2026-01-22 20:04:48
5c02415a-2688-47b9-958c-59b4b828d859,3b0824eb-a879-48b7-8269-a1dc9b580f66,c7fa96ce-46b9-48d7-beba-9568db422496,1352.17,USD,failed,2025-09-28 09:46:29
a661926a-c0cc-48c4-925e-c3451534bfa9,0e200a8c-1d1f-4746-b912-3fa9336cccf9,2e2578bd-e66f-4cfd-ab6b-a1656a57eb5a,-50.32,GBP,success,2026-03-19 20:06:09
260f1213-1a29-4e09-91c9-2194a418c817,5ef2d0f3-8ff7-4dfb-8858-9822a4fe88fa,39945a2a-6727-4edb-ba30-fdc1267c17f4,469.48,AUD,success,2026-04-01 02:18:27
dd0b00c1-42f5-46be-9a42-e2640fea1067,2a157333-a0e5-4f3f-9a4f-ebfd9819df19,39945a2a-6727-4edb-ba30-fdc1267c17f4,-77.93,AUD,success,2026-03-21 04:55:09
e1c854a9-1cf5-4bd1-9db7-a64f08a43e07,d8500bbe-bc1e-49ac-94c3-34505a861647,d5d70af1-6f3c-457b-b977-38797cf2bd0e,N/A,EUR,success,2025-10-25 19:15:36
3ceab175-8e32-42fe-b15e-7107884c7b1b,bc2b0753-5964-43c2-85e0-707d1e604f03,b6febb03-165d-4df8-aec7-4645b42da496,-7.48,EUR,pending,2025-09-16 18:24:27
8a5fede2-238c-4190-96f1-7a2062328f84,fd84fce7-a575-49d2-8a4f-01d1cc858e33,62f04da2-31d6-4666-afe5-260c4181db88,4917.03,GBP,success,2025-12-11 15:22:18
27e6cc0a-a4c6-4bbf-b68f-8f6683d61610,fcb720be-cee1-43bc-8509-d50bd4178841,44de6993-e234-48b5-b083-56c3cc1a18a4,3224.39,EUR,success,2026-01-05 22:49:25
5b0a4124-999e-402b-8ae3-13bbe1f17244,3943d8fb-8765-4a09-9066-0340f4be7477,c7fa96ce-46b9-48d7-beba-9568db422496,-30.74,AUD,pending,2026-02-25 03:21:40
28ed08b2-b0f5-48df-91c9-32d2ca272498,93e33414-2d60-4cf0-a140-9f05d54a4357,7787f832-6b43-419d-a314-f6f40fe5583c,-55.59,AUD,failed,2026-03-24 16:02:50
75149c48-074f-4eeb-83e5-82437197707a,2eec7414-a63a-48ee-9307-eaf3eb4bf78c,c3abf894-ff43-47e2-8a8b-de6708ea3b80,329.39,USD,success,2025-11-23 15:22:25
a75400cb-07eb-46f5-a936-c0cb464241c9,78bbf17c-0214-4591-ad44-cac1a59403fe,e0988804-45fc-49e6-82af-80fbfd8ae750,,NPR,success,2025-11-12 11:24:44
a7e3e66e-6ae8-45c3-8ec4-75cd716a79f5,35902788-3e25-48c7-a96a-1d5f3796b1e0,52bab329-6dd8-4989-8f4b-c0c20b3ee613,3799.99,GBP,failed,2025-10-23 04:34:40
75553b6d-91f3-494d-b201-a9c8af607a99,a946185c-6a96-4ce6-a166-d88e18f6b990,7ada2d3f-7966-4488-99b8-327a0e7c5c18,-8.17,EUR,success,2025-10-26 13:15:19
7670717b-a5a2-42c6-8057-4114cfa807d3,4c61037b-3f2f-4ea5-9970-1daaedefd608,e0988804-45fc-49e6-82af-80fbfd8ae750,-85.04,AUD,pending,2025-10-17 14:38:18
5f74db41-6020-4a2f-89ea-3512799396a6,0581b830-d6db-4e35-95df-27f0509d970e,af4bfa40-afc1-4cd2-879d-2e1a3bef279e,1238.45,EUR,pending,2026-05-10 09:41:42
e2ff93a0-c048-4a52-966f-1bc744d5f83e,d6b7bc02-a706-4463-8130-742b4abdb7d6,c3abf894-ff43-47e2-8a8b-de6708ea3b80,4243.47,USD,success,2025-07-21 03:40:57
449b5f77-6bd5-48fc-b17b-dc05dcf47be0,efa2f459-99ba-4f7e-a751-ad4466c86cc4,52bab329-6dd8-4989-8f4b-c0c20b3ee613,,USD,pending,2026-01-16 03:47:46
58b0cdde-13c1-4a83-b0d8-99009da78de4,dd2c3230-7572-4f30-bf75-099c1245c83d,6b756ec0-ead2-4363-ade3-ed9bd890715e,N/A,GBP,success,2026-01-12 13:10:25
ada514cc-975b-4bcb-ae3b-ce9c96ba0886,a2121baa-7284-4460-8d52-5f72f6c75d3b,6b756ec0-ead2-4363-ade3-ed9bd890715e,2787.69,AUD,success,2026-01-29 08:37:38
5518ef20-c375-4bd6-9ee6-d4b1217a4d13,a7c563ca-d95f-4c3a-8850-26be73cf3a63,7ada2d3f-7966-4488-99b8-327a0e7c5c18,-41.3,USD,success,2025-05-18 08:28:28
0c828e26-63a5-484d-82b0-076f8462847c,aeb288a0-040c-4d7c-83b6-411b6e9cb945,cba32ffc-75df-48b2-8530-9b4503018017,4924.29,EUR,success,2026-03-15 08:57:06
cd99ec66-7f67-45e1-b3b9-78d081555646,c405cfca-c041-41df-aad9-41aa6b15787f,62f04da2-31d6-4666-afe5-260c4181db88,315.73,NPR,pending,2025-07-07 06:11:45
97195fb8-c663-4e7c-8080-f580d8f475ad,5d2f57e8-638c-496a-a543-a2b5833681e7,24adb6aa-030c-40ec-829d-e17bc0a88e42,-65.29,USD,success,2025-11-13 13:04:44
2aa8a71e-9b95-4d23-9c5e-3fcc486af527,82537e42-5a5c-44ca-90e6-132e2a92e2c9,b6febb03-165d-4df8-aec7-4645b42da496,4960.61,AUD,success,2026-01-08 15:35:59
cb941d18-b2cd-4c8f-bc62-0c35065b01a1,e762cd4f-3fb0-48ec-bb40-fe771110f124,52bab329-6dd8-4989-8f4b-c0c20b3ee613,,AUD,success,2025-12-18 02:44:22
bf344203-480c-4ab1-a15e-0dd2f70c28d1,a7c563ca-d95f-4c3a-8850-26be73cf3a63,39945a2a-6727-4edb-ba30-fdc1267c17f4,-5.51,USD,pending,2025-11-21 03:26:16
b1005bd5-de28-4b29-acdd-9008a5e58b1e,2c737118-5286-4d0e-b39b-f144526972b6,5ed9b6a4-86c4-470d-8497-62a9a58b0625,,NPR,success,2026-03-12 03:45:30
6b78267f-f96a-4787-b523-3bd873435b73,c31e39b1-71a2-4b69-a4ec-3778005510a0,9f2d6d40-a85e-49ba-96fe-38f6853f644f,N/A,EUR,pending,2026-02-28 02:27:21
1b2829fd-4654-45ef-b098-3709eeb014a7,e3812d0a-adc8-4b77-af13-2742eace5b38,44de6993-e234-48b5-b083-56c3cc1a18a4,,AUD,failed,2025-09-07 03:35:54
66b732ce-4497-4f80-8005-06c9ab57aa27,93f22cb6-6bf5-4d77-8834-0461c21286cf,76115927-3ef5-40d8-b9b5-6a2787f91a7b,N/A,AUD,success,2026-03-14 00:32:39
a2d42633-7fc4-4640-b73a-5ea110597dc9,d6b7bc02-a706-4463-8130-742b4abdb7d6,5ee72ca1-c7df-4d38-9f59-d7c79034756c,1295.49,USD,failed,2025-05-29 04:04:43
a79ff3ce-8246-4da3-b182-90338ae6e9bd,c401db32-a7ca-441e-a1cc-329e76ac4cbd,6c022f48-058c-4958-b235-ef9eb115cb7c,4163.19,NPR,success,2026-05-06 11:51:38
9a944c65-2152-4f93-a802-64534c5d8ec0,8739d706-021f-4784-857f-9f28878da986,62f04da2-31d6-4666-afe5-260c4181db88,-78.51,NPR,success,2025-05-28 10:06:00
55658f01-29f2-488d-b6b7-48f8f88edcd7,b7840761-be95-420d-bf24-7abc7b505f92,4c384348-5286-40b0-bc02-37b9ec12f8f4,N/A,AUD,pending,2025-08-16 11:15:40
b30bae80-d09f-4965-b657-1e1dabc59168,e1bc1a6a-e9e5-4776-b878-202264c45852,e02fdb5c-49cd-48b5-9859-2566d2140155,,USD,success,2026-04-15 05:19:05
1b3c9f0c-d1c3-413e-afcf-720ba0c40bba,5d2f57e8-638c-496a-a543-a2b5833681e7,76115927-3ef5-40d8-b9b5-6a2787f91a7b,757.34,EUR,success,2025-07-01 08:03:28
2efdb878-e05f-4773-9661-a0644d3b52ee,6750f389-3290-413e-854a-82d73262b489,2695d81b-4d09-4ca6-8b0e-5e8c5c823ee5,,EUR,success,2026-03-03 14:40:31
8f54479b-0e18-41b6-9a27-394aa509f9ce,7e8388f1-a46b-47ca-9344-cf3f526e0340,6c022f48-058c-4958-b235-ef9eb115cb7c,4264.16,EUR,success,2025-06-19 23:13:09
5e3026ab-a2c5-4b52-96a7-40281b54edda,55c52443-f56c-43ee-b6bf-6626114ae42d,b880386a-7cfe-48ec-898e-e0dcf14a8684,N/A,NPR,success,2025-07-01 07:23:01
